trade_date,quote_time,ts_code,price,amount_since_open,volume_since_open,bar_high,bar_low
20260707,16:14:18,002129.SZ,11.02,3797452155.0,352955200.0,11.02,9.88
20260707,16:14:54,002185.SZ,21.93,11999102685.0,562638400.0,21.93,19.46
20260707,16:14:54,600206.SH,55.98,4559045958.0,83379700.0,55.98,50.46
20260707,16:14:49,600246.SH,18.6,4641981027.0,253302100.0,18.6,16.5
20260707,16:14:44,600360.SH,15.32,2816069414.0,190449700.0,15.32,13.62
